dr_asset_id,dr_discharge,dr_jurisdiction,dr_lat,dr_lon,dr_owner,dr_subtype,dr_subwatershed,dr_type
GRANDV_40160752,Rush Creek,City of Grandville,42.881599127,-85.7459562279,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40160751,Rush Creek,City of Grandville,42.881695489,-85.7459737493,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40225831,Rush Creek,City of Grandville,42.8817556801,-85.7462799795,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40225834,Rush Creek,City of Grandville,42.881967668200005,-85.7463896789,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40160731,Rush Creek,City of Grandville,42.8829001994,-85.7464267201,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40162009,Rush Creek,City of Grandville,42.8884938554,-85.7469988002,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40162007,Rush Creek,City of Grandville,42.8884009372,-85.7471030932,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40162066,Rush Creek,City of Grandville,42.8800112817,-85.7471583256,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40162031,Rush Creek,City of Grandville,42.8858803791,-85.7472031076,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40162067,Rush Creek,City of Grandville,42.880013641,-85.74720618,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40161977,Rush Creek,City of Grandville,42.8875911523,-85.7472203972,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40162008,Rush Creek,City of Grandville,42.8884904575,-85.7472305256,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_4016212300,Rush Creek,City of Grandville,42.8791537563,-85.7476613603,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40161975,Rush Creek,City of Grandville,42.8869260054,-85.7477303222,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158158,Direct Drainage to Lower Grand River,City of Grandville,42.9192176842,-85.7479371581,City of Grandville,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
GRANDV_40162161,Rush Creek,City of Grandville,42.8813967073,-85.74794525600001,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_4016216000,Rush Creek,City of Grandville,42.881526693000005,-85.74795774649999,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40162028,Rush Creek,City of Grandville,42.8862747596,-85.7480887297,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40162124,Rush Creek,City of Grandville,42.879159622399996,-85.748175922,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158159,Direct Drainage to Lower Grand River,City of Grandville,42.919405523,-85.74832479310001,City of Grandville,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
GRANDV_40158160,Direct Drainage to Lower Grand River,City of Grandville,42.9192183253,-85.7483663912,City of Grandville,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
GRANDV_40162125,Rush Creek,City of Grandville,42.8791632604,-85.7486247962,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158161,Direct Drainage to Lower Grand River,City of Grandville,42.9194071675,-85.74869576260001,City of Grandville,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
GRANDV_40158162,Direct Drainage to Lower Grand River,City of Grandville,42.9192143867,-85.7487383551,City of Grandville,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
GRANDV_40162027,Rush Creek,City of Grandville,42.8859853077,-85.7488578087,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_4016212600,Rush Creek,City of Grandville,42.879167619,-85.7490502152,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158163,Direct Drainage to Lower Grand River,City of Grandville,42.9194054904,-85.74907808399999,City of Grandville,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
GRANDV_40158164,Direct Drainage to Lower Grand River,City of Grandville,42.9192163976,-85.7491197869,City of Grandville,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
GRANDV_40158118,Direct Drainage to Lower Grand River,City of Grandville,42.9198318206,-85.7493054137,City of Grandville,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
GRANDV_40158095,Direct Drainage to Lower Grand River,City of Grandville,42.9199190597,-85.7493852171,City of Grandville,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
GRANDV_40162127,Rush Creek,City of Grandville,42.879170172399995,-85.7493864099,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158119,Direct Drainage to Lower Grand River,City of Grandville,42.9188251048,-85.7493864594,City of Grandville,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
GRANDV_40158116,Direct Drainage to Lower Grand River,City of Grandville,42.919214062100004,-85.7493996698,City of Grandville,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
GRANDV_40158167,Direct Drainage to Lower Grand River,City of Grandville,42.9200030941,-85.7494463165,City of Grandville,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
GRANDV_40158165,Direct Drainage to Lower Grand River,City of Grandville,42.9197993195,-85.7495198029,City of Grandville,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
GRANDV_40159527,Rush Creek,City of Grandville,42.8847060087,-85.749621338,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40159528,Rush Creek,City of Grandville,42.884594879699996,-85.7497040169,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40159533,Rush Creek,City of Grandville,42.8859356209,-85.7497429267,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40159534,Rush Creek,City of Grandville,42.8859123756,-85.7498542913,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_4016209900,Rush Creek,City of Grandville,42.8806442452,-85.749921908,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40162095,Rush Creek,City of Grandville,42.8805707358,-85.7501049068,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40159624,Rush Creek,City of Grandville,42.887544812899996,-85.7501088671,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40162137,Rush Creek,City of Grandville,42.8806450319,-85.7501838119,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40162133,Rush Creek,City of Grandville,42.8807387625,-85.7502191927,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40162106,Rush Creek,City of Grandville,42.880049674,-85.75026566359999,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40162107,Rush Creek,City of Grandville,42.8796643423,-85.7502701503,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40162110,Rush Creek,City of Grandville,42.8791809487,-85.750279722,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40162135,Rush Creek,City of Grandville,42.8805844159,-85.750290003,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40159661,Rush Creek,City of Grandville,42.888811285,-85.7505525192,City of Grandville,16.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40159542,Rush Creek,City of Grandville,42.8867104073,-85.7506008328,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40159543,Rush Creek,City of Grandville,42.8866210646,-85.7506519791,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40159662,Rush Creek,City of Grandville,42.888850384899996,-85.7506552432,City of Grandville,16.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40159446,Rush Creek,City of Grandville,42.8917455523,-85.75076371649999,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40159319,Rush Creek,City of Grandville,42.8911995925,-85.7508161146,City of Grandville,16.0,Rush Creek,Storm Water Inlet Drain
GRANDV_4015945800,Rush Creek,City of Grandville,42.8918465773,-85.750824498,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40159318,Rush Creek,City of Grandville,42.8912009529,-85.7509328532,City of Grandville,16.0,Rush Creek,Storm Water Inlet Drain
GRANDV_4015945700,Rush Creek,City of Grandville,42.8917447231,-85.7509957354,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40159602,Rush Creek,City of Grandville,42.8881187338,-85.7510262018,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158501,Rush Creek,City of Grandville,42.8803866207,-85.7510467587,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158511,Rush Creek,City of Grandville,42.879705887600004,-85.75105810630001,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40161429,Rush Creek,City of Grandville,42.8859048606,-85.7510595071,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40159600,Rush Creek,City of Grandville,42.888200241599996,-85.7511078167,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40161427,Rush Creek,City of Grandville,42.8858750302,-85.7511644217,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_4016136000,Rush Creek,City of Grandville,42.8861951133,-85.7512446101,City of Grandville,16.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40161358,Rush Creek,City of Grandville,42.8863365637,-85.7512974628,City of Grandville,16.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40159571,Rush Creek,City of Grandville,42.8873425958,-85.7513018479,City of Grandville,16.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158497,Rush Creek,City of Grandville,42.8809192139,-85.7513553716,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40161370,Rush Creek,City of Grandville,42.8861460479,-85.7513560806,City of Grandville,16.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40159565,Rush Creek,City of Grandville,42.8873194151,-85.75141455949999,City of Grandville,16.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158498,Rush Creek,City of Grandville,42.880589393,-85.751453451,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158503,Rush Creek,City of Grandville,42.8801029487,-85.7514611168,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158512,Rush Creek,City of Grandville,42.8796071203,-85.7514709236,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158520,Rush Creek,City of Grandville,42.8791306791,-85.75151374020001,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158521,Rush Creek,City of Grandville,42.8789859109,-85.7515821476,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158522,Rush Creek,City of Grandville,42.8788911254,-85.7516770846,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158534,Rush Creek,City of Grandville,42.8787449709,-85.7518078887,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158513,Rush Creek,City of Grandville,42.8795243332,-85.7519124197,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158535,Rush Creek,City of Grandville,42.8786162888,-85.7519212839,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158442,Rush Creek,City of Grandville,42.8811043997,-85.7519430339,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40159592,Rush Creek,City of Grandville,42.8885103992,-85.7519659732,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40159591,Rush Creek,City of Grandville,42.8884520015,-85.7520474818,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158541,Rush Creek,City of Grandville,42.8783426058,-85.7521653576,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158485,Rush Creek,City of Grandville,42.8808904017,-85.75224189020001,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158542,Rush Creek,City of Grandville,42.8782222057,-85.752263339,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158487,Rush Creek,City of Grandville,42.8806045229,-85.752269189,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158514,Rush Creek,City of Grandville,42.8796477195,-85.7522978164,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158505,Rush Creek,City of Grandville,42.8801086992,-85.75234660619999,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158543,Rush Creek,City of Grandville,42.8781476931,-85.7525107482,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158486,Rush Creek,City of Grandville,42.880671302399996,-85.752554027,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158451,Rush Creek,City of Grandville,42.8813171477,-85.7525704993,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158450,Rush Creek,City of Grandville,42.881285114200004,-85.7526300115,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158556,Rush Creek,City of Grandville,42.8821364211,-85.7526719822,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40157889,Rush Creek,City of Grandville,42.8837113052,-85.7527407149,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40157890,Rush Creek,City of Grandville,42.883579729299996,-85.7527440012,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40157904,Rush Creek,City of Grandville,42.8837920702,-85.752931167,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158473,Rush Creek,City of Grandville,42.8809702687,-85.7529394826,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158489,Rush Creek,City of Grandville,42.8803952792,-85.7529436615,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158557,Rush Creek,City of Grandville,42.882133514,-85.7529913903,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40157898,Rush Creek,City of Grandville,42.884570342399996,-85.753016813,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158278,Rush Creek,City of Grandville,42.877857700999996,-85.7530884563,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40157884,Rush Creek,City of Grandville,42.883701798000004,-85.7530906962,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_4015788500,Rush Creek,City of Grandville,42.8836052301,-85.7530993186,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158449,Rush Creek,City of Grandville,42.8813139309,-85.75310357229999,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_4016138300,Rush Creek,City of Grandville,42.8862095053,-85.7532618351,City of Grandville,16.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158528,Rush Creek,City of Grandville,42.87909845,-85.7532896452,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158474,Rush Creek,City of Grandville,42.880695433,-85.7533283976,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158448,Rush Creek,City of Grandville,42.8812851761,-85.7533364567,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158529,Rush Creek,City of Grandville,42.8787966309,-85.7534887167,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158276,Rush Creek,City of Grandville,42.8781699065,-85.75352718069999,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158277,Rush Creek,City of Grandville,42.877860898099996,-85.7535336178,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158475,Rush Creek,City of Grandville,42.880434643499996,-85.75369721189999,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158057,Rush Creek,City of Grandville,42.8908992442,-85.7537805358,City of Grandville,16.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158468,Rush Creek,City of Grandville,42.8810450664,-85.753803694,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158061,Rush Creek,City of Grandville,42.8910554137,-85.7538221791,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40161409,Rush Creek,City of Grandville,42.8861523884,-85.7538331567,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158059,Rush Creek,City of Grandville,42.890931561900004,-85.75389013,City of Grandville,16.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40157896,Rush Creek,City of Grandville,42.8846739702,-85.7539364302,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158454,Rush Creek,City of Grandville,42.8815268317,-85.7539851383,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40157897,Rush Creek,City of Grandville,42.884578075300006,-85.7539936928,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158267,Rush Creek,City of Grandville,42.8782606104,-85.754081735,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158268,Rush Creek,City of Grandville,42.87786716,-85.7540993745,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158466,Rush Creek,City of Grandville,42.8807887795,-85.7541563766,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158054,Rush Creek,City of Grandville,42.8902530228,-85.7541643575,City of Grandville,16.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158459,Rush Creek,City of Grandville,42.8813434882,-85.7541839215,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
